date,year,month,quarter,day_of_week,is_weekend,is_holiday,covers,gross_revenue,cogs,gross_profit,labour_cost,fixed_ops_cost,operating_profit,gp_margin_pct
2017-01-12,2017,1,1,Thu,False,False,25,992.5,320.26,672.24,658.58,166.5,-152.84,67.7
2017-01-13,2017,1,1,Fri,False,False,30,1295.0,407.48,887.52,671.72,173.74,42.06,68.5
2017-01-14,2017,1,1,Sat,True,False,56,2483.5,784.47,1699.03,705.86,164.12,829.05,68.4
2017-01-15,2017,1,1,Sun,True,False,52,2180.5,706.21,1474.29,705.86,166.55,601.88,67.6
2017-01-16,2017,1,1,Mon,False,False,26,1249.5,401.4,848.1,658.58,154.49,35.03,67.9
2017-01-17,2017,1,1,Tue,False,False,23,1128.0,362.99,765.01,658.58,156.94,-50.51,67.8
2017-01-18,2017,1,1,Wed,False,False,27,1021.5,329.5,692.0,658.58,162.82,-129.4,67.7
2017-01-19,2017,1,1,Thu,False,False,24,967.5,322.37,645.13,658.58,152.76,-166.21,66.7
2017-01-20,2017,1,1,Fri,False,False,32,1534.5,482.63,1051.87,671.72,167.86,212.29,68.5
2017-01-21,2017,1,1,Sat,True,False,55,2082.5,658.32,1424.18,705.86,172.57,545.75,68.4
2017-01-22,2017,1,1,Sun,True,False,57,2916.0,935.66,1980.34,705.86,178.88,1095.6,67.9
2017-01-23,2017,1,1,Mon,False,False,22,881.5,293.35,588.15,658.58,162.26,-232.69,66.7
2017-01-24,2017,1,1,Tue,False,False,23,955.0,310.72,644.28,658.58,165.19,-179.49,67.5
2017-01-25,2017,1,1,Wed,False,False,23,660.0,208.24,451.76,658.58,164.26,-371.08,68.4
2017-01-26,2017,1,1,Thu,False,False,30,917.0,302.11,614.89,671.72,167.89,-224.72,67.1
2017-01-27,2017,1,1,Fri,False,False,33,1239.0,398.98,840.02,671.72,165.58,2.72,67.8
2017-01-28,2017,1,1,Sat,True,False,52,2118.0,649.98,1468.02,705.86,171.95,590.21,69.3
2017-01-29,2017,1,1,Sun,True,False,53,2295.0,733.6,1561.4,705.86,171.16,684.38,68.0
2017-01-30,2017,1,1,Mon,False,False,22,1174.0,374.18,799.82,658.58,162.25,-21.01,68.1
2017-01-31,2017,1,1,Tue,False,False,22,933.0,306.41,626.59,658.58,159.69,-191.68,67.2
2017-02-01,2017,2,1,Wed,False,False,28,1292.5,408.58,883.92,658.58,166.19,59.15,68.4
2017-02-02,2017,2,1,Thu,False,False,27,1213.0,373.86,839.14,658.58,157.05,23.51,69.2
2017-02-03,2017,2,1,Fri,False,False,34,1257.0,393.09,863.91,671.72,166.41,25.78,68.7
2017-02-04,2017,2,1,Sat,True,False,57,2438.5,795.65,1642.85,705.86,174.31,762.68,67.4
2017-02-05,2017,2,1,Sun,True,False,54,2045.0,649.79,1395.21,705.86,159.9,529.45,68.2
2017-02-06,2017,2,1,Mon,False,False,25,1066.0,343.63,722.37,658.58,159.9,-96.11,67.8
2017-02-07,2017,2,1,Tue,False,False,21,718.0,229.2,488.8,658.58,169.34,-339.12,68.1
2017-02-08,2017,2,1,Wed,False,False,27,1075.0,338.42,736.58,658.58,163.59,-85.59,68.5
2017-02-09,2017,2,1,Thu,False,False,27,898.0,277.26,620.74,658.58,162.3,-200.14,69.1
2017-02-10,2017,2,1,Fri,False,False,32,1570.0,512.48,1057.52,671.72,171.86,213.94,67.4
2017-02-11,2017,2,1,Sat,True,False,59,2652.0,823.83,1828.17,705.86,168.84,953.47,68.9
2017-02-12,2017,2,1,Sun,True,False,51,2104.5,672.13,1432.37,705.86,167.56,558.95,68.1
2017-02-13,2017,2,1,Mon,False,False,25,985.0,299.51,685.49,658.58,169.9,-142.99,69.6
2017-02-14,2017,2,1,Tue,False,True,35,1745.0,558.98,1186.02,671.72,157.08,357.22,68.0
2017-02-15,2017,2,1,Wed,False,False,22,954.5,297.77,656.73,658.58,163.86,-165.71,68.8
2017-02-16,2017,2,1,Thu,False,False,26,1161.5,378.82,782.68,658.58,162.25,-38.15,67.4
2017-02-17,2017,2,1,Fri,False,False,34,1189.5,364.21,825.29,671.72,159.35,-5.78,69.4
2017-02-18,2017,2,1,Sat,True,False,52,2928.0,932.69,1995.31,705.86,174.09,1115.36,68.1
2017-02-19,2017,2,1,Sun,True,False,52,2264.5,702.54,1561.96,705.86,172.94,683.16,69.0
2017-02-20,2017,2,1,Mon,False,False,27,971.5,301.98,669.52,658.58,166.98,-156.04,68.9
2017-02-21,2017,2,1,Tue,False,False,27,1370.5,429.05,941.45,658.58,160.87,122.0,68.7
2017-02-22,2017,2,1,Wed,False,False,29,1179.0,382.53,796.47,658.58,158.54,-20.65,67.6
2017-02-23,2017,2,1,Thu,False,False,26,1201.0,374.01,826.99,658.58,164.0,4.41,68.9
2017-02-24,2017,2,1,Fri,False,False,33,1448.0,459.97,988.03,671.72,158.01,158.3,68.2
2017-02-25,2017,2,1,Sat,True,False,52,2386.5,761.31,1625.19,705.86,165.97,753.36,68.1
2017-02-26,2017,2,1,Sun,True,False,69,3094.0,983.37,2110.63,705.86,174.14,1230.63,68.2
2017-02-27,2017,2,1,Mon,False,False,22,702.0,218.53,483.47,658.58,157.46,-332.57,68.9
2017-02-28,2017,2,1,Tue,False,False,24,1288.0,421.3,866.7,658.58,168.75,39.37,67.3
2017-03-01,2017,3,1,Wed,False,False,31,1328.0,414.48,913.52,671.72,163.88,77.92,68.8
2017-03-02,2017,3,1,Thu,False,False,29,1066.0,342.09,723.91,658.58,169.16,-103.83,67.9
2017-03-03,2017,3,1,Fri,False,False,43,1948.0,605.32,1342.68,671.72,165.43,505.53,68.9
2017-03-04,2017,3,1,Sat,True,False,64,2767.5,888.14,1879.36,705.86,167.14,1006.36,67.9
2017-03-05,2017,3,1,Sun,True,False,56,2694.0,846.7,1847.3,705.86,178.42,963.02,68.6
2017-03-06,2017,3,1,Mon,False,False,29,1182.0,377.87,804.13,658.58,164.59,-19.04,68.0
2017-03-07,2017,3,1,Tue,False,False,24,1078.0,351.33,726.67,658.58,165.84,-97.75,67.4
2017-03-08,2017,3,1,Wed,False,False,26,1060.0,341.93,718.07,658.58,165.87,-106.38,67.7
2017-03-09,2017,3,1,Thu,False,False,29,1253.5,392.56,860.94,658.58,162.44,39.92,68.7
2017-03-10,2017,3,1,Fri,False,False,43,2031.5,639.43,1392.07,671.72,163.86,556.49,68.5
2017-03-11,2017,3,1,Sat,True,False,60,2854.0,896.72,1957.28,705.86,173.57,1077.85,68.6
2017-03-12,2017,3,1,Sun,True,False,64,3353.0,1056.58,2296.42,705.86,164.93,1425.63,68.5
2017-03-13,2017,3,1,Mon,False,False,26,1031.0,330.37,700.63,658.58,157.96,-115.91,68.0
2017-03-14,2017,3,1,Tue,False,False,32,1357.0,424.68,932.32,671.72,159.53,101.07,68.7
2017-03-15,2017,3,1,Wed,False,False,25,1166.5,369.51,796.99,658.58,147.19,-8.78,68.3
2017-03-16,2017,3,1,Thu,False,False,33,1359.0,427.54,931.46,671.72,159.38,100.36,68.5
2017-03-17,2017,3,1,Fri,False,False,41,1880.0,590.69,1289.31,671.72,161.11,456.48,68.6
2017-03-18,2017,3,1,Sat,True,False,60,2508.5,787.11,1721.39,705.86,160.5,855.03,68.6
2017-03-19,2017,3,1,Sun,True,False,58,2505.0,793.81,1711.19,705.86,171.14,834.19,68.3
2017-03-20,2017,3,1,Mon,False,False,31,1614.0,528.18,1085.82,671.72,160.92,253.18,67.3
2017-03-21,2017,3,1,Tue,False,False,32,1313.0,412.52,900.48,671.72,165.65,63.11,68.6
2017-03-22,2017,3,1,Wed,False,False,27,1233.5,387.6,845.9,658.58,167.07,20.25,68.6
2017-03-23,2017,3,1,Thu,False,False,30,1481.0,474.11,1006.89,671.72,171.13,164.04,68.0
2017-03-24,2017,3,1,Fri,False,False,33,1453.0,457.74,995.26,671.72,166.73,156.81,68.5
2017-03-25,2017,3,1,Sat,True,False,49,2471.0,791.66,1679.34,705.86,166.47,807.01,68.0
2017-03-26,2017,3,1,Sun,True,False,47,2441.0,790.74,1650.26,705.86,171.68,772.72,67.6
2017-03-27,2017,3,1,Mon,False,False,30,1326.5,427.7,898.8,671.72,167.46,59.62,67.8
2017-03-28,2017,3,1,Tue,False,False,25,852.5,265.61,586.89,658.58,155.74,-227.43,68.8
2017-03-29,2017,3,1,Wed,False,False,25,933.0,293.47,639.53,658.58,158.31,-177.36,68.5
2017-03-30,2017,3,1,Thu,False,False,27,1058.0,330.11,727.89,658.58,164.71,-95.4,68.8
2017-03-31,2017,3,1,Fri,False,False,47,1726.5,546.78,1179.72,671.72,162.44,345.56,68.3
2017-04-01,2017,4,2,Sat,True,False,76,3618.0,1147.57,2470.43,705.86,166.42,1598.15,68.3
2017-04-02,2017,4,2,Sun,True,False,75,3256.0,1022.49,2233.51,705.86,170.86,1356.79,68.6
2017-04-03,2017,4,2,Mon,False,False,29,1561.0,493.94,1067.06,658.58,155.75,252.73,68.4
2017-04-04,2017,4,2,Tue,False,False,27,1315.5,429.6,885.9,658.58,169.15,58.17,67.3
2017-04-05,2017,4,2,Wed,False,False,28,1131.5,363.64,767.86,658.58,154.36,-45.08,67.9
2017-04-06,2017,4,2,Thu,False,False,34,1573.0,505.94,1067.06,671.72,167.38,227.96,67.8
2017-04-07,2017,4,2,Fri,False,False,48,2162.5,702.35,1460.15,671.72,160.47,627.96,67.5
2017-04-08,2017,4,2,Sat,True,False,82,3748.0,1195.57,2552.43,705.86,177.0,1669.57,68.1
2017-04-09,2017,4,2,Sun,True,False,72,3562.0,1122.36,2439.64,705.86,176.94,1556.84,68.5
2017-04-10,2017,4,2,Mon,False,False,36,1916.0,608.39,1307.61,671.72,165.85,470.04,68.2
2017-04-11,2017,4,2,Tue,False,False,28,1521.5,489.47,1032.03,658.58,153.69,219.76,67.8
2017-04-12,2017,4,2,Wed,False,False,30,1283.0,417.79,865.21,671.72,165.47,28.02,67.4
2017-04-13,2017,4,2,Thu,False,False,40,2226.0,690.66,1535.34,671.72,162.76,700.86,69.0
2017-04-14,2017,4,2,Fri,False,False,44,1978.0,617.6,1360.4,671.72,162.77,525.91,68.8
2017-04-15,2017,4,2,Sat,True,False,71,2967.0,936.57,2030.43,705.86,175.09,1149.48,68.4
2017-04-16,2017,4,2,Sun,True,False,63,2836.0,915.49,1920.51,705.86,175.56,1039.09,67.7
2017-04-17,2017,4,2,Mon,False,False,33,1394.0,435.35,958.65,671.72,167.33,119.6,68.8
2017-04-18,2017,4,2,Tue,False,False,35,1452.0,463.32,988.68,671.72,166.31,150.65,68.1
2017-04-19,2017,4,2,Wed,False,False,31,1600.5,519.0,1081.5,671.72,153.39,256.39,67.6
2017-04-20,2017,4,2,Thu,False,False,26,1378.5,437.52,940.98,658.58,157.27,125.13,68.3
2017-04-21,2017,4,2,Fri,False,False,37,1619.5,522.97,1096.53,671.72,162.25,262.56,67.7
2017-04-22,2017,4,2,Sat,True,False,82,4188.5,1327.88,2860.62,705.86,182.7,1972.06,68.3
2017-04-23,2017,4,2,Sun,True,False,68,2896.5,923.15,1973.35,705.86,183.61,1083.88,68.1
2017-04-24,2017,4,2,Mon,False,False,37,1510.0,485.91,1024.09,671.72,166.2,186.17,67.8
2017-04-25,2017,4,2,Tue,False,False,27,1422.5,462.36,960.14,658.58,176.09,125.47,67.5
2017-04-26,2017,4,2,Wed,False,False,32,1242.5,390.08,852.42,671.72,159.05,21.65,68.6
2017-04-27,2017,4,2,Thu,False,False,30,1424.5,447.23,977.27,671.72,157.68,147.87,68.6
2017-04-28,2017,4,2,Fri,False,False,44,2099.5,679.81,1419.69,671.72,168.75,579.22,67.6
2017-04-29,2017,4,2,Sat,True,False,72,3395.5,1086.62,2308.88,705.86,171.77,1431.25,68.0
2017-04-30,2017,4,2,Sun,True,False,81,3802.5,1203.47,2599.03,705.86,185.44,1707.73,68.4
2017-05-01,2017,5,2,Mon,False,False,36,1459.0,457.79,1001.21,671.72,166.83,162.66,68.6
2017-05-02,2017,5,2,Tue,False,False,27,1446.0,452.48,993.52,658.58,172.04,162.9,68.7
2017-05-03,2017,5,2,Wed,False,False,28,1142.5,367.15,775.35,658.58,160.46,-43.69,67.9
2017-05-04,2017,5,2,Thu,False,False,33,1772.0,573.74,1198.26,671.72,163.5,363.04,67.6
2017-05-05,2017,5,2,Fri,False,False,42,1915.5,598.75,1316.75,671.72,165.55,479.48,68.7
2017-05-06,2017,5,2,Sat,True,False,75,3308.0,1052.81,2255.19,705.86,177.06,1372.27,68.2
2017-05-07,2017,5,2,Sun,True,False,59,2454.5,772.88,1681.62,705.86,172.12,803.64,68.5
2017-05-08,2017,5,2,Mon,False,False,30,1489.0,486.01,1002.99,671.72,166.63,164.64,67.4
2017-05-09,2017,5,2,Tue,False,False,27,1176.0,374.85,801.15,658.58,161.47,-18.9,68.1
2017-05-10,2017,5,2,Wed,False,False,34,1544.5,484.04,1060.46,671.72,160.71,228.03,68.7
2017-05-11,2017,5,2,Thu,False,False,30,1476.0,472.99,1003.01,671.72,165.86,165.43,68.0
2017-05-12,2017,5,2,Fri,False,False,55,2311.0,730.65,1580.35,671.72,178.03,730.6,68.4
2017-05-13,2017,5,2,Sat,True,False,67,2862.5,923.38,1939.12,705.86,167.07,1066.19,67.7
2017-05-14,2017,5,2,Sun,True,True,101,4899.5,1539.9,3359.6,705.86,175.79,2477.95,68.6
2017-05-15,2017,5,2,Mon,False,False,26,1256.0,404.09,851.91,658.58,158.83,34.5,67.8
2017-05-16,2017,5,2,Tue,False,False,24,1187.5,373.82,813.68,658.58,163.2,-8.1,68.5
2017-05-17,2017,5,2,Wed,False,False,29,1300.5,416.22,884.28,658.58,170.02,55.68,68.0
2017-05-18,2017,5,2,Thu,False,False,35,1687.5,547.24,1140.26,671.72,161.54,307.0,67.6
2017-05-19,2017,5,2,Fri,False,False,42,1991.5,601.83,1389.67,671.72,169.41,548.54,69.8
2017-05-20,2017,5,2,Sat,True,False,71,3205.5,1024.29,2181.21,705.86,169.22,1306.13,68.0
2017-05-21,2017,5,2,Sun,True,False,74,3576.5,1141.52,2434.98,705.86,168.35,1560.77,68.1
2017-05-22,2017,5,2,Mon,False,False,27,1285.5,401.22,884.28,658.58,159.8,65.9,68.8
2017-05-23,2017,5,2,Tue,False,False,27,952.0,310.81,641.19,658.58,158.99,-176.38,67.4
2017-05-24,2017,5,2,Wed,False,False,36,1456.5,463.92,992.58,671.72,169.98,150.88,68.1
2017-05-25,2017,5,2,Thu,False,False,33,1683.0,547.15,1135.85,671.72,155.25,308.88,67.5
2017-05-26,2017,5,2,Fri,False,False,54,2614.5,831.5,1783.0,671.72,169.5,941.78,68.2
2017-05-27,2017,5,2,Sat,True,False,72,3001.0,945.05,2055.95,705.86,177.59,1172.5,68.5
2017-05-28,2017,5,2,Sun,True,False,64,3206.0,1026.51,2179.49,705.86,170.03,1303.6,68.0
2017-05-29,2017,5,2,Mon,False,False,29,1003.5,332.6,670.9,658.58,145.61,-133.29,66.9
2017-05-30,2017,5,2,Tue,False,False,28,1604.0,526.19,1077.81,658.58,161.72,257.51,67.2
2017-05-31,2017,5,2,Wed,False,False,29,893.5,271.08,622.42,658.58,170.94,-207.1,69.7
2017-06-01,2017,6,2,Thu,False,False,35,1555.5,490.45,1065.05,801.22,163.24,100.59,68.5
2017-06-02,2017,6,2,Fri,False,False,46,1973.0,635.69,1337.31,801.22,167.32,368.77,67.8
2017-06-03,2017,6,2,Sat,True,False,76,2763.0,847.83,1915.17,853.86,170.24,891.07,69.3
2017-06-04,2017,6,2,Sun,True,False,57,3054.0,988.58,2065.42,853.86,167.29,1044.27,67.6
2017-06-05,2017,6,2,Mon,False,False,32,1157.5,355.22,802.28,801.22,168.99,-167.93,69.3
2017-06-06,2017,6,2,Tue,False,False,32,1310.0,439.03,870.97,801.22,169.94,-100.19,66.5
2017-06-07,2017,6,2,Wed,False,False,34,1476.5,474.52,1001.98,801.22,168.87,31.89,67.9
2017-06-08,2017,6,2,Thu,False,False,36,1679.5,515.13,1164.37,801.22,158.1,205.05,69.3
2017-06-09,2017,6,2,Fri,False,False,48,2323.5,743.73,1579.77,801.22,164.5,614.05,68.0
2017-06-10,2017,6,2,Sat,True,False,90,4607.5,1435.57,3171.93,853.86,183.81,2134.26,68.8
2017-06-11,2017,6,2,Sun,True,False,74,3400.5,1079.91,2320.59,853.86,170.11,1296.62,68.2
2017-06-12,2017,6,2,Mon,False,False,33,1414.5,427.19,987.31,801.22,157.02,29.07,69.8
2017-06-13,2017,6,2,Tue,False,False,34,1566.0,505.51,1060.49,801.22,168.12,91.15,67.7
2017-06-14,2017,6,2,Wed,False,False,36,1313.5,415.01,898.49,801.22,158.08,-60.81,68.4
2017-06-15,2017,6,2,Thu,False,False,35,1527.5,477.22,1050.28,801.22,167.43,81.63,68.8
2017-06-16,2017,6,2,Fri,False,False,45,1853.0,590.77,1262.23,801.22,173.43,287.58,68.1
2017-06-17,2017,6,2,Sat,True,False,84,3510.0,1109.16,2400.84,853.86,173.61,1373.37,68.4
2017-06-18,2017,6,2,Sun,True,False,79,3642.5,1141.07,2501.43,853.86,175.91,1471.66,68.7
2017-06-19,2017,6,2,Mon,False,False,39,1656.0,521.4,1134.6,801.22,171.54,161.84,68.5
2017-06-20,2017,6,2,Tue,False,False,35,1439.0,446.18,992.82,801.22,171.05,20.55,69.0
2017-06-21,2017,6,2,Wed,False,False,31,1217.5,385.9,831.6,801.22,166.88,-136.5,68.3
2017-06-22,2017,6,2,Thu,False,False,33,1537.0,481.14,1055.86,801.22,170.86,83.78,68.7
2017-06-23,2017,6,2,Fri,False,False,43,1936.5,608.63,1327.87,801.22,169.3,357.35,68.6
2017-06-24,2017,6,2,Sat,True,False,73,3517.0,1107.88,2409.12,853.86,174.78,1380.48,68.5
2017-06-25,2017,6,2,Sun,True,False,72,3739.0,1178.35,2560.65,853.86,171.89,1534.9,68.5
2017-06-26,2017,6,2,Mon,False,False,32,1448.5,463.19,985.31,801.22,169.15,14.94,68.0
2017-06-27,2017,6,2,Tue,False,False,33,1617.0,511.23,1105.77,801.22,178.48,126.07,68.4
2017-06-28,2017,6,2,Wed,False,False,33,1491.5,478.5,1013.0,801.22,162.62,49.16,67.9
2017-06-29,2017,6,2,Thu,False,False,38,1641.0,520.39,1120.61,801.22,160.41,158.98,68.3
2017-06-30,2017,6,2,Fri,False,False,49,2307.5,708.5,1599.0,801.22,164.76,633.02,69.3
2017-07-01,2017,7,3,Sat,True,False,91,4623.0,1472.8,3150.2,853.86,176.79,2119.55,68.1
2017-07-02,2017,7,3,Sun,True,False,70,2922.5,901.23,2021.27,853.86,167.02,1000.39,69.2
2017-07-03,2017,7,3,Mon,False,False,33,1200.0,392.67,807.33,801.22,161.29,-155.18,67.3
2017-07-04,2017,7,3,Tue,False,True,46,1940.5,610.5,1330.0,801.22,162.1,366.68,68.5
2017-07-05,2017,7,3,Wed,False,False,40,1340.0,424.31,915.69,801.22,166.84,-52.37,68.3
2017-07-06,2017,7,3,Thu,False,False,38,1680.0,546.52,1133.48,801.22,174.55,157.71,67.5
2017-07-07,2017,7,3,Fri,False,False,49,2212.5,716.14,1496.36,801.22,163.02,532.12,67.6
2017-07-08,2017,7,3,Sat,True,False,77,3171.5,989.13,2182.37,853.86,169.45,1159.06,68.8
2017-07-09,2017,7,3,Sun,True,False,80,3820.5,1195.21,2625.29,853.86,182.37,1589.06,68.7
2017-07-10,2017,7,3,Mon,False,False,35,1641.5,517.64,1123.86,801.22,164.18,158.46,68.5
2017-07-11,2017,7,3,Tue,False,False,34,1629.0,518.33,1110.67,801.22,158.34,151.11,68.2
2017-07-12,2017,7,3,Wed,False,False,29,987.5,299.73,687.77,788.08,159.7,-260.01,69.6
2017-07-13,2017,7,3,Thu,False,False,38,1921.0,617.0,1304.0,801.22,159.33,343.45,67.9
2017-07-14,2017,7,3,Fri,False,False,43,1794.5,569.73,1224.77,801.22,160.24,263.31,68.3
2017-07-15,2017,7,3,Sat,True,False,85,3944.5,1257.95,2686.55,853.86,176.13,1656.56,68.1
2017-07-16,2017,7,3,Sun,True,False,68,2749.0,866.68,1882.32,853.86,172.67,855.79,68.5
2017-07-17,2017,7,3,Mon,False,False,32,1591.0,497.37,1093.63,801.22,172.17,120.24,68.7
2017-07-18,2017,7,3,Tue,False,False,38,1852.0,602.05,1249.95,801.22,164.11,284.62,67.5
2017-07-19,2017,7,3,Wed,False,False,35,1357.5,427.5,930.0,801.22,159.79,-31.01,68.5
2017-07-20,2017,7,3,Thu,False,False,37,1397.0,437.44,959.56,801.22,158.72,-0.38,68.7
2017-07-21,2017,7,3,Fri,False,False,47,2313.5,763.15,1550.35,801.22,160.55,588.58,67.0
2017-07-22,2017,7,3,Sat,True,False,86,4028.5,1294.51,2733.99,853.86,177.59,1702.54,67.9
2017-07-23,2017,7,3,Sun,True,False,63,3096.5,980.35,2116.15,853.86,169.6,1092.69,68.3
2017-07-24,2017,7,3,Mon,False,False,41,1922.0,605.74,1316.26,801.22,174.02,341.02,68.5
2017-07-25,2017,7,3,Tue,False,False,34,1388.0,433.86,954.14,801.22,163.85,-10.93,68.7
2017-07-26,2017,7,3,Wed,False,False,32,1355.0,426.35,928.65,801.22,175.17,-47.74,68.5
2017-07-27,2017,7,3,Thu,False,False,38,1659.5,524.23,1135.27,801.22,159.93,174.12,68.4
2017-07-28,2017,7,3,Fri,False,False,43,1927.0,611.95,1315.05,801.22,166.13,347.7,68.2
2017-07-29,2017,7,3,Sat,True,False,80,3305.5,1039.66,2265.84,853.86,172.24,1239.74,68.5
2017-07-30,2017,7,3,Sun,True,False,74,3362.5,1063.4,2299.1,853.86,175.1,1270.14,68.4
2017-07-31,2017,7,3,Mon,False,False,33,1428.0,454.36,973.64,801.22,170.25,2.17,68.2
2017-08-01,2017,8,3,Tue,False,False,33,1537.0,485.7,1051.3,801.22,162.25,87.83,68.4
2017-08-02,2017,8,3,Wed,False,False,40,1599.5,491.66,1107.84,801.22,167.44,139.18,69.3
2017-08-03,2017,8,3,Thu,False,False,33,1425.0,442.82,982.18,801.22,157.54,23.42,68.9
2017-08-04,2017,8,3,Fri,False,False,42,1925.0,589.48,1335.52,801.22,165.26,369.04,69.4
2017-08-05,2017,8,3,Sat,True,False,81,3794.5,1197.26,2597.24,853.86,182.48,1560.9,68.4
2017-08-06,2017,8,3,Sun,True,False,71,3071.5,1003.4,2068.1,853.86,179.65,1034.59,67.3
2017-08-07,2017,8,3,Mon,False,False,33,1595.0,502.65,1092.35,801.22,169.23,121.9,68.5
2017-08-08,2017,8,3,Tue,False,False,27,1230.5,401.5,829.0,788.08,160.98,-120.06,67.4
2017-08-09,2017,8,3,Wed,False,False,32,1261.5,388.55,872.95,801.22,166.14,-94.41,69.2
2017-08-10,2017,8,3,Thu,False,False,29,1094.0,343.24,750.76,788.08,164.67,-201.99,68.6
2017-08-11,2017,8,3,Fri,False,False,47,1928.0,618.68,1309.32,801.22,161.04,347.06,67.9
2017-08-12,2017,8,3,Sat,True,False,66,2928.5,909.96,2018.54,853.86,156.97,1007.71,68.9
2017-08-13,2017,8,3,Sun,True,False,63,3097.5,990.32,2107.18,853.86,167.33,1085.99,68.0
2017-08-14,2017,8,3,Mon,False,False,35,1287.5,407.29,880.21,801.22,156.97,-77.98,68.4
2017-08-15,2017,8,3,Tue,False,False,32,1449.0,467.39,981.61,801.22,159.17,21.22,67.7
2017-08-16,2017,8,3,Wed,False,False,35,1699.0,541.89,1157.11,801.22,165.84,190.05,68.1
2017-08-17,2017,8,3,Thu,False,False,40,1627.0,512.72,1114.28,801.22,168.75,144.31,68.5
2017-08-18,2017,8,3,Fri,False,False,35,1248.0,390.66,857.34,801.22,166.44,-110.32,68.7
2017-08-19,2017,8,3,Sat,True,False,87,4269.0,1355.7,2913.3,853.86,177.41,1882.03,68.2
2017-08-20,2017,8,3,Sun,True,False,70,2973.5,956.61,2016.89,853.86,176.32,986.71,67.8
2017-08-21,2017,8,3,Mon,False,False,33,1475.5,467.24,1008.26,801.22,164.17,42.87,68.3
2017-08-22,2017,8,3,Tue,False,False,29,1265.0,383.55,881.45,788.08,163.75,-70.38,69.7
2017-08-23,2017,8,3,Wed,False,False,30,1560.5,502.52,1057.98,801.22,154.43,102.33,67.8
2017-08-24,2017,8,3,Thu,False,False,31,1378.5,426.63,951.87,801.22,166.27,-15.62,69.1
2017-08-25,2017,8,3,Fri,False,False,46,2256.5,726.08,1530.42,801.22,166.38,562.82,67.8
2017-08-26,2017,8,3,Sat,True,False,84,3606.5,1155.15,2451.35,853.86,178.85,1418.64,68.0
2017-08-27,2017,8,3,Sun,True,False,67,3031.5,965.93,2065.57,853.86,183.02,1028.69,68.1
2017-08-28,2017,8,3,Mon,False,False,38,1561.0,481.96,1079.04,801.22,165.19,112.63,69.1
2017-08-29,2017,8,3,Tue,False,False,35,1511.5,463.25,1048.25,801.22,170.35,76.68,69.4
2017-08-30,2017,8,3,Wed,False,False,35,1608.0,513.16,1094.84,801.22,163.92,129.7,68.1
2017-08-31,2017,8,3,Thu,False,False,39,1824.0,567.08,1256.92,801.22,159.13,296.57,68.9
2017-09-01,2017,9,3,Fri,False,False,37,1231.5,375.92,855.58,801.22,165.31,-110.95,69.5
2017-09-02,2017,9,3,Sat,True,False,72,3437.5,1103.54,2333.96,853.86,171.87,1308.23,67.9
2017-09-03,2017,9,3,Sun,True,False,72,3085.0,951.14,2133.86,853.86,180.57,1099.43,69.2
2017-09-04,2017,9,3,Mon,False,False,32,1436.5,450.13,986.37,801.22,149.04,36.11,68.7
2017-09-05,2017,9,3,Tue,False,False,37,1640.5,534.15,1106.35,801.22,161.83,143.3,67.4
2017-09-06,2017,9,3,Wed,False,False,36,1426.5,436.88,989.62,801.22,161.98,26.42,69.4
2017-09-07,2017,9,3,Thu,False,False,36,1399.0,443.17,955.83,801.22,166.42,-11.81,68.3
2017-09-08,2017,9,3,Fri,False,False,48,2071.0,658.6,1412.4,801.22,171.38,439.8,68.2
2017-09-09,2017,9,3,Sat,True,False,68,3140.0,1004.08,2135.92,853.86,166.67,1115.39,68.0
2017-09-10,2017,9,3,Sun,True,False,59,2750.5,868.58,1881.92,853.86,167.21,860.85,68.4
2017-09-11,2017,9,3,Mon,False,False,28,878.0,281.73,596.27,788.08,173.78,-365.59,67.9
2017-09-12,2017,9,3,Tue,False,False,25,854.5,262.8,591.7,788.08,158.78,-355.16,69.2
2017-09-13,2017,9,3,Wed,False,False,31,1372.0,434.53,937.47,801.22,167.22,-30.97,68.3
2017-09-14,2017,9,3,Thu,False,False,37,1659.0,513.13,1145.87,801.22,163.16,181.49,69.1
2017-09-15,2017,9,3,Fri,False,False,42,2339.0,749.0,1590.0,801.22,166.46,622.32,68.0
2017-09-16,2017,9,3,Sat,True,False,67,3085.0,974.99,2110.01,853.86,172.7,1083.45,68.4
2017-09-17,2017,9,3,Sun,True,False,69,3040.5,957.78,2082.72,853.86,169.09,1059.77,68.5
2017-09-18,2017,9,3,Mon,False,False,34,2079.5,651.02,1428.48,801.22,165.38,461.88,68.7
2017-09-19,2017,9,3,Tue,False,False,29,1130.0,356.05,773.95,788.08,166.81,-180.94,68.5
2017-09-20,2017,9,3,Wed,False,False,31,1698.0,524.49,1173.51,801.22,157.75,214.54,69.1
2017-09-21,2017,9,3,Thu,False,False,37,1668.0,522.11,1145.89,801.22,161.24,183.43,68.7
2017-09-22,2017,9,3,Fri,False,False,48,2548.5,821.67,1726.83,801.22,166.25,759.36,67.8
2017-09-23,2017,9,3,Sat,True,False,60,3022.5,969.6,2052.9,853.86,164.06,1034.98,67.9
2017-09-24,2017,9,3,Sun,True,False,72,3425.0,1098.46,2326.54,853.86,178.54,1294.14,67.9
2017-09-25,2017,9,3,Mon,False,False,34,1752.5,559.12,1193.38,801.22,162.19,229.97,68.1
